modulo;perfil;medida;color;descripcion;extras;costo;proveedor;precio;ganancia
VENTANA_HERRERO;papu;120x110;bronce colonial;120x110 | bronce colonial | Guía + Cortina Aluminio;guia+aluminio;124998;124998;124998;0
VENTANA_HERRERO;papu;120x110;bronce colonial;120x110 | bronce colonial | Mosquitero + Guía;mosq+guia;162220;162220;162220;0
VENTANA_HERRERO;papu;120x110;bronce colonial;120x110 | bronce colonial | Mosquitero + Guía + Cortina PVC;mosq+guia+pvc;162220;162220;162220;0
VENTANA_HERRERO;papu;120x110;bronce colonial;120x110 | bronce colonial | Mosquitero + Guía + Cortina Aluminio;mosq+guia+aluminio;162220;162220;162220;0
VENTANA_HERRERO;papu;120x110;simil madera;120x110 | simil madera | Sin extras;sin extras;247654;247654;247654;0
VENTANA_HERRERO;papu;120x110;simil madera;120x110 | simil madera | Mosquitero;mosquitero;345200;345200;345200;0
VENTANA_HERRERO;papu;120x110;simil madera;120x110 | simil madera | Guía;guia;266583;266583;266583;0
VENTANA_HERRERO;papu;120x110;simil madera;120x110 | simil madera | Guía + Cortina PVC;guia+pvc;266583;266583;266583;0
VENTANA_HERRERO;papu;120x110;simil madera;120x110 | simil madera | Guía + Cortina Aluminio;guia+aluminio;266583;266583;266583;0
VENTANA_HERRERO;papu;120x110;simil madera;120x110 | simil madera | Mosquitero + Guía;mosq+guia;364129;364129;364129;0
VENTANA_HERRERO;papu;120x110;simil madera;120x110 | simil madera | Mosquitero + Guía + Cortina PVC;mosq+guia+pvc;364129;364129;364129;0
VENTANA_HERRERO;papu;120x110;simil madera;120x110 | simil madera | Mosquitero + Guía + Cortina Aluminio;mosq+guia+aluminio;364129;364129;364129;0
VENTANA_MODENA;amarilla;150x150;blanco;150x150 | blanco | 4mm;4mm;212124;197275;271845;59721
VENTANA_MODENA;amarilla;150x150;blanco;150x150 | blanco | 4mm + Mosquitero;4mm+mosquitero;253187;235464;336613;83426
VENTANA_MODENA;amarilla;150x150;blanco;150x150 | blanco | 4mm + Premarco;4mm+premarco;281724;262003;347318;65594
VENTANA_MODENA;amarilla;150x150;blanco;150x150 | blanco | 4mm + Premarco + Contramarco;4mm+premarco+contramarco;281724;262003;347318;65594
VENTANA_MODENA;amarilla;150x150;blanco;150x150 | blanco | 4mm + Mosquitero + Premarco + Contramarco;4mm+mosq+premarco+contramarco;322787;300192;412086;89299
VENTANA_MODENA;amarilla;150x150;blanco;150x150 | blanco | DVH 4+9+4;DVH 4+9+4;368603;342801;472379;103776
VENTANA_MODENA;amarilla;150x150;negro;150x150 | negro | 4mm;4mm;263645;245190;337872;74227
VENTANA_MODENA;amarilla;150x150;negro;150x150 | negro | 4mm + Mosquitero;4mm+mosquitero;317027;294835;422070;105043
VENTANA_MODENA;amarilla;150x150;negro;150x150 | negro | 4mm + Premarco;4mm+premarco;333245;309918;413344;80099
VENTANA_MODENA;amarilla;150x150;negro;150x150 | negro | 4mm + Premarco + Contramarco;4mm+premarco+contramarco;333245;309918;413344;80099
VENTANA_MODENA;amarilla;150x150;negro;150x150 | negro | 4mm + Mosquitero + Premarco + Contramarco;4mm+mosq+premarco+contramarco;386627;359563;497543;110916
VENTANA_MODENA;amarilla;150x150;negro;150x150 | negro | DVH 4+9+4;DVH 4+9+4;420124;390715;538406;118282
VENTANA_MODENA;amarilla;150x150;bronce colonial;150x150 | bronce colonial | 4mm;4mm;289406;269148;370885;81479
VENTANA_MODENA;amarilla;150x150;bronce colonial;150x150 | bronce colonial | 4mm + Mosquitero;4mm+mosquitero;348947;324521;464798;115851
VENTANA_MODENA;amarilla;150x150;bronce colonial;150x150 | bronce colonial | 4mm + Premarco;4mm+premarco;359006;333876;446358;87352
VENTANA_MODENA;amarilla;150x150;bronce colonial;150x150 | bronce colonial | 4mm + Premarco + Contramarco;4mm+premarco+contramarco;359006;333876;446358;87352
VENTANA_MODENA;amarilla;150x150;bronce colonial;150x150 | bronce colonial | 4mm + Mosquitero + Premarco + Contramarco;4mm+mosq+premarco+contramarco;418547;389249;540271;121724
